brand,model,year,price,mileage,horsepower,engine_capacity,engine_type,transmission,gear,bodywork,doors_num,steering_wheel,tech_condition,owners_num,vin,color
Audi,A6,2010,854500,196851,290,3.0,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,4,XW8Z*************,BLACK
Audi,Q5,2015,2000000,150000,230,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,SILVER
Audi,Q5,2020,3495000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLACK
Audi,A4,2020,2320000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLACK
Audi,Q7,2006,675000,189000,350,4.2,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,WAUZ*************,GREY
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLACK
Audi,Q5,2010,650000,130000,211,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,XW8Z*************,GREY
Audi,e-tron,2020,8343600,0,408,0.0,ELECTRO,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,Q3 Sportback,2020,3167980,0,180,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLACK
Audi,e-tron,2020,7852700,0,408,0.0,ELECTRO,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,A4,2020,3183123,0,190,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,XXXX*************,BLACK
Audi,A6,2013,990000,156500,180,2.0,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLACK
Audi,e-tron,2020,7996900,0,408,0.0,ELECTRO,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLACK
Audi,A4,2020,3260147,0,190,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,XXXX*************,WHITE
Audi,Q3,2012,899000,89000,170,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,ORANGE
Audi,A4,2020,2512000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLUE
Audi,A4,2020,2655000,0,190,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,GREY
Audi,Q5,2010,995000,140143,211,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,XW8Z*************,GREY
Audi,A4,2020,2275000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,WHITE
Audi,A6,2020,3180000,0,190,2.0,HYBRID,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLACK
Audi,A4,2020,2277432,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLUE
Audi,A4 Allroad Quattro,2020,3408192,0,245,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,WAGON,5,LEFT,,0,WAUZ*************,BLACK
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,Q7,2016,3500000,68000,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,BLUE
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,GREY
Audi,Q5,2020,3495000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,SILVER
Audi,Q5,2010,829000,102000,211,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,XW8Z*************,BLACK
Audi,Q5,2016,1996000,66544,230,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,BLACK
Audi,80,1993,110000,200000,133,2.3,GASOLINE,MT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,BLACK
Audi,A3,2009,650000,88000,102,1.6,GASOLINE,AMT,FORWARD_CONTROL,HATCHBACK,5,LEFT,NOT_BEATEN,1,WAUZ*************,WHITE
Audi,A6,2018,3357000,19125,340,3.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,Q3,2011,1027000,108268,211,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,WAUZ*************,WHITE
Audi,A4,2014,860000,62300,120,1.8,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,WHITE
Audi,Q3 Sportback,2020,2615000,0,150,1.4,GASOLINE,AMT,FORWARD_CONTROL,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,Q5,2020,3495000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,WHITE
Audi,A4,2020,2961256,0,150,2.0,DIESEL,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,XXXX*************,WHITE
Audi,A6,2009,750000,175000,170,2.0,DIESEL,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A8,2016,2287000,83397,310,3.0,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,2,XW8Z*************,BLACK
Audi,Q5,2012,940000,210000,270,3.2,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,RIGHT,NOT_BEATEN,4,WAUZ*************,BLACK
Audi,A8,2010,831748,220304,372,4.2,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLACK
Audi,A3,2016,1500000,79000,122,1.4,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,WHITE
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,A4,2020,2390473,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLUE
Audi,A4,2020,3183123,0,190,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,XXXX*************,WHITE
Audi,A4,2020,2690000,0,190,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLACK
Audi,A4,2020,2275000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,GREY
Audi,A6,2020,3500000,0,245,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,,0,WAUZ*************,WHITE
Audi,A8,2010,985000,145000,372,4.2,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,e-tron,2020,6135000,0,408,0.0,ELECTRO,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLACK
Audi,Q3,2017,1452000,103260,150,1.4,GASOLINE,AMT,FORWARD_CONTROL,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,BLUE
Audi,A6,2010,898000,96310,290,3.0,GASOLINE,AT,ALL_WHEEL_DRIVE,WAGON,5,LEFT,NOT_BEATEN,4,WAUZ*************,SILVER
Audi,A4,2016,1399000,107545,150,1.4,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,RED
Audi,A4,2020,2275000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLACK
Audi,A8,2011,1200000,123000,372,4.2,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,BLACK
Audi,Q7,2016,3990000,96000,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,Q5,2012,1089000,98000,211,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,GREY
Audi,A4,2020,2900000,0,190,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLUE
Audi,Q7,2016,3436585,38442,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,BLACK
Audi,Q7,2010,1195000,113000,280,3.6,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,XW8Z*************,BROWN
Audi,A6,2015,1280000,109000,190,1.8,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,WHITE
Audi,A4,2010,610000,222222,160,1.8,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,2,XW8Z*************,BLACK
Audi,A4,2020,2275000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,GREY
Audi,A4,2020,2276004,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLUE
Audi,Q8,2020,6869600,0,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,XXXX*************,BLACK
Audi,A6,2007,485000,175000,249,3.1,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLACK
Audi,Q5,2019,3545000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,A6,2012,1249000,113711,204,2.8,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,WHITE
Audi,Q7,2020,6352500,0,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,XXXX*************,WHITE
Audi,Q3 Sportback,2020,3018808,0,180,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLACK
Audi,A3,2012,815000,82000,180,1.8,GASOLINE,AMT,FORWARD_CONTROL,HATCHBACK,3,LEFT,NOT_BEATEN,1,WAUZ*************,WHITE
Audi,Q5,2015,1650000,86000,225,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,WAUZ*************,BLACK
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,GREY
Audi,Q7,2016,3650000,81650,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,BROWN
Audi,A5,2008,615000,162000,265,3.2,GASOLINE,AT,ALL_WHEEL_DRIVE,COUPE,2,LEFT,NOT_BEATEN,3,WAUZ*************,SILVER
Audi,A3,2009,420000,217000,125,1.4,GASOLINE,AMT,FORWARD_CONTROL,HATCHBACK,5,LEFT,NOT_BEATEN,4,WAUZ*************,WHITE
Audi,A6,2006,559000,205375,177,2.4,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,BLUE
Audi,A4,2015,999000,88000,170,1.8,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,WHITE
Audi,100,1988,64990,182000,136,2.3,GASOLINE,MT,FORWARD_CONTROL,WAGON,5,LEFT,NOT_BEATEN,4,WAUZ*************,WHITE
Audi,A5,2017,2895000,51000,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,HATCHBACK,5,LEFT,NOT_BEATEN,1,WAUZ*************,GREY
Audi,A3,1998,180000,250000,101,1.6,GASOLINE,MT,FORWARD_CONTROL,HATCHBACK,3,LEFT,NOT_BEATEN,3,WAUZ*************,RED
Audi,A3,2009,369000,220000,102,1.6,GASOLINE,AMT,FORWARD_CONTROL,HATCHBACK,3,LEFT,NOT_BEATEN,2,WAUZ*************,RED
Audi,Q7,2015,2740000,159686,249,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,GREY
Audi,A4,2009,680000,272000,143,2.0,DIESEL,CVT,FORWARD_CONTROL,WAGON,5,LEFT,NOT_BEATEN,2,WAUZ*************,SILVER
Audi,A4,2018,2250000,26300,190,2.0,DIESEL,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,GREY
Audi,A4,2011,640000,172000,211,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,WAGON,5,LEFT,NOT_BEATEN,3,WAUZ*************,BLUE
Audi,A3,2019,1799000,9713,150,1.4,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,BLUE
Audi,A6,2002,290000,305000,180,2.5,DIESEL,AT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A6,2001,260000,244000,170,2.4,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,SILVER
Audi,A6,2016,1350000,114000,190,1.8,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,1,WAUZ*************,BLACK
Audi,A4,1995,195000,384000,150,2.6,GASOLINE,AT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,BLUE
Audi,A4,2002,300000,228000,130,2.0,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,BLACK
Audi,Q3,2012,1140000,115000,170,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A4,2002,300000,228000,130,2.0,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,BLACK
Audi,Q3,2012,1140000,115000,170,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A4,2013,1165000,108500,225,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A4,1998,170000,257150,150,1.8,GASOLINE,AT,FORWARD_CONTROL,SEDAN,4,LEFT,BEATEN,3,WAUZ*************,BLUE
Audi,A8,2011,1150000,112450,372,4.2,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A4,2001,270000,263000,130,2.0,GASOLINE,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLUE
Audi,A6,2008,547000,165220,140,2.0,DIESEL,CVT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLUE
Audi,e-tron,2020,6135000,0,408,0.0,ELECTRO,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,WHITE
Audi,A4,2020,3461000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,,0,WAUZ*************,GREY
Audi,Q7,2008,1200000,272000,326,4.1,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,4,WAUZ*************,WHITE
Audi,Q7,2006,499000,257000,350,4.2,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,4,WA1A*************,BLUE
Audi,A6,2020,3180000,0,190,2.0,HYBRID,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLACK
Audi,A6,2020,3728000,0,245,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,,0,WAUZ*************,BLACK
Audi,A4,2020,2400000,0,150,2.0,GASOLINE,AMT,FORWARD_CONTROL,SEDAN,4,LEFT,,0,WAUZ*************,BLUE
Audi,A6,2017,2250000,89000,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,Q7,2013,1750000,109000,272,3.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,XW8Z*************,BROWN
Audi,Q5,2016,2130000,56500,230,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,1,WAUZ*************,GREY
Audi,Q5,2009,800000,106000,211,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,3,WAUZ*************,GREY
Audi,RS6,2008,1500000,95329,580,5.0,GASOLINE,AT,ALL_WHEEL_DRIVE,WAGON,5,LEFT,NOT_BEATEN,3,WUAZ*************,WHITE
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,GREY
Audi,A5,2012,980000,150000,211,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,HATCHBACK,5,LEFT,NOT_BEATEN,4,WAUZ*************,BLACK
Audi,Q7,2011,1179000,154673,272,3.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,WHITE
Audi,Q7,2011,1550000,183000,245,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A6,2010,670000,180000,220,2.8,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLACK
Audi,A6,2006,500000,221221,249,3.1,GASOLINE,AT,ALL_WHEEL_DRIVE,SEDAN,4,LEFT,NOT_BEATEN,4,WAUZ*************,GREY
Audi,A3,2014,619000,142764,122,1.4,GASOLINE,AMT,FORWARD_CONTROL,HATCHBACK,5,LEFT,NOT_BEATEN,4,WAUZ*************,BLACK
Audi,Q7,2014,1745000,115000,245,3.0,DIESEL,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,2,WAUZ*************,BLACK
Audi,A6,2003,380000,281000,130,1.9,DIESEL,MT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,4,WAUJ*************,BLUE
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,AMT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,,0,WAUZ*************,BLUE
Audi,Q5,2013,1350000,164000,224,2.0,GASOLINE,AT,ALL_WHEEL_DRIVE,ALLROAD,5,LEFT,NOT_BEATEN,4,WAUZ*************,BROWN
Audi,A3,2015,895000,96687,110,1.2,GASOLINE,AMT,FORWARD_CONTROL,HATCHBACK,5,LEFT,NOT_BEATEN,1,WAUZ*************,RED
Audi,100,1991,130000,400000,174,2.8,GASOLINE,AT,FORWARD_CONTROL,SEDAN,4,LEFT,NOT_BEATEN,3,WAUZ*************,BLUE
